fips	lat	lon	Am_Ind	Asian	Black_Hisp	White_Hisp	Black_non_Hisp	White_non_Hisp	Tot Active M.D.s Non-Fed & Fed	3-Yr Homicides&Legal Interventn	Births	Poor mental health days Value	Adult smoking Value	Adult obesity Value	Food environment index Value	Physical inactivity Value	Excessive drinking Value	Uninsured Value	Some college Value	Unemployment Value	Income inequality Value	Severe housing problems Value	Population living in a rural area Value	Food insecurity Value	Health care costs Value	Median household income Value	density	Female life expectancy, 2010 (years)
05039	33.967823	-92.653999	0.0026552759178	0.00346340337105	0.00346340337105	0.0182405910875	0.411798660817	0.557261602401	0.000461787116139	0.000115446779035	0.0113137843454	4.3	0.222	0.362	4.9	0.375	0.125	0.185	0.381	0.095	4.108	0.152	0.526	0.238	9718.0	34018.0	12.2	77.5
05037	35.291259	-90.773894	0.00256826877719	0.0033544735049	0.00146758215839	0.00854342470779	0.234341422506	0.745479322816	0.000366895539599	5.24136485141e-05	0.014885476178	4.4	0.231	0.377	5.8	0.355	0.137	0.172	0.373	0.066	4.754	0.134	0.568	0.208	9659.0	38597.0	29.0	78.2
12133	30.602217	-85.662797	0.0146308113036	0.00592525068368	0.00341841385597	0.0197812215132	0.136964448496	0.804375569736	0.000592525068368	4.55788514129e-05	0.0113035551504	4.0	0.194	0.388	5.1	0.345	0.197	0.199	0.458	0.067	5.039	0.18	0.846	0.183	11129.0	36482.0	42.7	77.2
05035	35.211878	-90.315331	0.00231121814792	0.00571006836544	0.00244717215662	0.0146830329397	0.489861715351	0.480344934742	0.000835146053449	0.000116532007458	0.0175963331262	4.6	0.261	0.384	4.8	0.344	0.128	0.163	0.485	0.073	5.127	0.202	0.209	0.27	9692.0	35455.0	83.5	75.4
26037	42.950455	-84.591695	0.00405523255814	0.00595930232558	0.00015988372093	0.0252906976744	0.0133139534884	0.940305232558	0.000625	0.0	0.0114970930233	3.3	0.16	0.327	8.3	0.207	0.217	0.099	0.772	0.05	3.963	0.127	0.529	0.114	8474.0	60650.0	133.1	82.6
05033	35.583041	-94.236224	0.0206617413129	0.0139806992117	0.00125490473329	0.0417300010605	0.00975644243345	0.893032627523	0.000777687440348	5.30241436601e-05	0.0147937360812	4.3	0.215	0.361	6.3	0.328	0.149	0.207	0.52	0.061	4.074	0.147	0.52	0.176	10673.0	43466.0	104.4	78.4
26031	45.47612	-84.495271	0.0225731979919	0.00208875371029	0.000219868811609	0.00791527721793	0.00263842573931	0.948623987687	0.000769540840632	0.0	0.00952764850306	3.9	0.18	0.321	7.0	0.269	0.184	0.175	0.527	0.105	3.939	0.152	0.827	0.16	9097.0	41930.0	36.6	80.3
05031	35.828268	-90.630411	0.00365467392187	0.00704249863675	0.000846956178719	0.0277987260851	0.0929447390099	0.85862793099	0.00309777122901	5.80106971726e-05	0.015941339583	4.3	0.241	0.364	5.7	0.338	0.16	0.189	0.605	0.055	5.016	0.159	0.322	0.201	9616.0	42851.0	136.4	78.6
26033	46.321819	-84.52063	0.123611146916	0.00538784769663	0.00175298393957	0.0115232914851	0.0563532778222	0.767935861411	0.00116006290119	2.5779175582e-05	0.00899693227811	4.0	0.207	0.379	6.3	0.275	0.212	0.168	0.535	0.094	4.623	0.147	0.489	0.173	9132.0	38989.0	24.7	80.1
20087	39.239644	-95.375314	0.0111075848937	0.00200994393314	0.000158679784195	0.0151803660214	0.00576536549244	0.951443986036	0.000423146091188	5.28932613985e-05	0.0103141859727	2.7	0.156	0.314	8.0	0.231	0.18	0.124	0.627	0.049	3.728	0.097	0.988	0.124	8763.0	56927.0	35.9	80.3
20085	39.410989	-95.794509	0.0653808185891	0.00242994912294	0.000455615460551	0.0176171311413	0.0093401169413	0.886855493963	0.000607487280735	0.0	0.0137443997266	2.9	0.16	0.345	7.8	0.3	0.16	0.143	0.675	0.042	3.671	0.109	0.759	0.13	9687.0	53796.0	20.5	81.0
29151	38.464253	-91.859504	0.00142599819874	0.000900630441309	0.000300210147103	0.00562894025818	0.00165115580907	0.984389072351	7.50525367757e-05	0.0	0.0146352446713	3.4	0.175	0.326	8.0	0.258	0.175	0.153	0.526	0.046	3.527	0.05	1.0	0.123	8406.0	51958.0	23.0	80.4
48221	32.430149	-97.831677	0.00858212165534	0.00421577905876	0.000860363073217	0.0819065645702	0.00651725027962	0.889056181709	0.000881872150047	0.0	0.0123892282543	3.0	0.134	0.258	6.4	0.263	0.166	0.229	0.559	0.049	4.0	0.131	0.328	0.169	10318.0	55472.0	121.7	80.3
48223	33.148959	-95.565194	0.00822264389627	0.00349387066655	0.00150597873558	0.113189361766	0.075088099756	0.790879792777	0.000963826390771	6.02391494232e-05	0.0142164392639	3.3	0.167	0.293	6.3	0.296	0.165	0.282	0.488	0.047	4.102	0.162	0.596	0.191	11375.0	44076.0	45.8	79.5
01051	32.597229	-86.142738	0.00461470032247	0.00465639942177	0.00154286667408	0.0133437117758	0.209162682086	0.756796953186	0.000486489491827	6.94984988324e-05	0.0136773045702	4.3	0.193	0.303	7.3	0.297	0.15	0.123	0.547	0.058	3.955	0.124	0.542	0.145	10371.0	54298.0	128.2	78.4
01053	31.121747	-87.168429	0.028824081803	0.00286936560935	0.00143468280467	0.00774728714524	0.313282554257	0.637312186978	0.000652128547579	0.000104340567613	0.0125991235392	5.0	0.227	0.394	6.0	0.334	0.125	0.187	0.403	0.082	5.486	0.141	0.635	0.198	10549.0	37077.0	40.5	77.7
01055	34.047638	-86.03442	0.00280871670702	0.00450363196126	0.00117191283293	0.0204358353511	0.145414043584	0.817791767554	0.00182082324455	0.000106537530266	0.0118256658596	5.1	0.223	0.347	6.7	0.325	0.129	0.161	0.522	0.07	4.711	0.141	0.375	0.16	11914.0	39904.0	195.2	75.3
01057	33.732249	-87.752049	0.00229847315712	0.00229847315712	0.000437804410879	0.00809938160127	0.118426093143	0.865539320309	0.000711432167679	0.00010945110272	0.0105620314125	4.7	0.205	0.324	7.4	0.305	0.126	0.154	0.456	0.079	5.273	0.107	0.802	0.165	9445.0	35664.0	27.5	75.8
01059	34.441988	-87.842815	0.00395808324952	0.00123284560231	0.00145994873958	0.0921065438147	0.0409110080135	0.85027414593	0.000778639327775	3.24433053239e-05	0.0131070953509	4.8	0.197	0.342	7.5	0.348	0.126	0.204	0.425	0.078	4.649	0.145	0.704	0.149	11236.0	33881.0	50.0	74.9
46093	44.606791	-102.715864	0.0244608947538	0.00864982298037	0.00193112327004	0.0273575796588	0.0128339233988	0.898374637914	0.00148857418732	4.02317347924e-05	0.0135178628902	2.5	0.184	0.281	8.2	0.253	0.204	0.14	0.689	0.033	3.59	0.093	0.38	0.114	7495.0	54771.0	7.3	81.0
36017	42.489732	-75.604905	0.00225603054318	0.00339368697094	0.000597751682382	0.0143074757525	0.00904340448507	0.965330402422	0.00119550336476	1.92823123349e-05	0.0101232139758	3.7	0.152	0.328	8.3	0.272	0.176	0.099	0.556	0.062	4.271	0.143	0.834	0.124	7818.0	46387.0	56.5	80.0
37019	34.038708	-78.227688	0.00821755838014	0.00342890925214	0.00100502512563	0.0305054685191	0.130487732782	0.818303281111	0.00104049660065	5.91191250369e-05	0.0117647058824	3.7	0.168	0.286	7.1	0.205	0.148	0.194	0.6	0.076	4.554	0.175	0.43	0.16	9076.0	47387.0	126.8	80.0
13199	33.03022	-84.663279	0.00386813186813	0.00263736263736	0.00246153846154	0.0106373626374	0.411384615385	0.564	0.000615384615385	4.3956043956e-05	0.0141538461538	4.2	0.18	0.352	6.4	0.326	0.13	0.204	0.382	0.098	5.018	0.173	0.833	0.211	8731.0	37243.0	43.9	78.2
36013	42.304216	-79.407595	0.00492470877924	0.00445846416109	0.00250606482257	0.0416633276753	0.0212651256311	0.916804475948	0.00135502342151	1.45701443173e-05	0.0104613636198	3.8	0.16	0.298	7.7	0.261	0.173	0.107	0.593	0.068	4.676	0.15	0.439	0.137	8542.0	41757.0	127.2	80.7
36011	43.008546	-76.574587	0.00310073734069	0.00433370770057	0.00297866106743	0.0186532545534	0.0409077591679	0.923494799551	0.000952194931393	2.44152546511e-05	0.0101079154256	3.5	0.148	0.303	8.2	0.225	0.194	0.104	0.584	0.06	4.261	0.125	0.558	0.123	8069.0	52792.0	115.7	81.7
13193	32.366216	-84.052162	0.00344456404736	0.00731969860065	0.00308575529243	0.0307857911733	0.596986006459	0.355866523143	0.000789379260854	0.0	0.0144241119483	4.3	0.213	0.346	4.6	0.323	0.125	0.258	0.341	0.123	5.406	0.153	0.532	0.259	8862.0	29430.0	36.8	77.5
37011	36.072894	-81.920363	0.00449791971213	0.00314854379849	0.000112447992803	0.0276622062296	0.0392443494884	0.922017316991	0.00174294388845	5.62239964017e-05	0.00815247947824	3.8	0.192	0.259	7.6	0.244	0.151	0.246	0.567	0.064	4.351	0.146	0.888	0.163	9454.0	37131.0	72.0	79.2
13191	31.482978	-81.370199	0.00430957083857	0.00395043993536	0.0025139163225	0.00664392170946	0.349613934279	0.627042557012	0.000448913629018	8.97827258036e-05	0.0128389297899	3.8	0.155	0.312	6.9	0.288	0.137	0.223	0.482	0.082	5.384	0.158	0.743	0.176	8178.0	37603.0	33.8	79.3
37013	35.482313	-76.842014	0.00227103987422	0.00266410446783	0.00107000917151	0.0338472288946	0.28051709831	0.676442328689	0.00155042145259	6.55107656025e-05	0.0147617591824	3.8	0.181	0.329	6.4	0.293	0.129	0.195	0.547	0.072	5.192	0.168	0.656	0.19	8468.0	40357.0	57.7	78.4
13197	32.359538	-84.529561	0.00309336332958	0.00421822272216	0.00632733408324	0.0544150731159	0.337035995501	0.582255343082	0.000421822272216	0.000140607424072	0.0188413948256	4.1	0.188	0.328	3.0	0.313	0.135	0.239	0.485	0.077	4.775	0.179	1.0	0.173	7034.0	36055.0	23.9	77.8
37015	36.06133	-76.962367	0.00532268795742	0.00168892983264	0.0029684221301	0.00660218025487	0.626900046062	0.355238241466	0.00030707815139	5.11796918983e-05	0.0109012743743	4.2	0.226	0.355	5.5	0.327	0.116	0.17	0.397	0.078	5.18	0.195	0.832	0.237	8820.0	31217.0	30.4	78.3
13195	34.128485	-83.203637	0.00256297598125	0.00541886350322	0.000585823081429	0.0209797891037	0.086665202109	0.875109841828	0.000256297598125	3.66139425893e-05	0.0118263034564	3.9	0.172	0.324	7.9	0.283	0.155	0.223	0.421	0.065	3.986	0.128	0.919	0.141	10057.0	45557.0	99.6	78.6
37017	34.591948	-78.539513	0.0238131305481	0.00172690641379	0.00260550792256	0.0406580422335	0.367013057836	0.55960856788	0.000666525282516	0.000121186415003	0.0153300814979	4.4	0.232	0.348	6.0	0.326	0.121	0.203	0.548	0.092	5.921	0.189	0.912	0.219	10221.0	33521.0	40.2	76.6
48313	30.966878	-95.930372	0.00416571991214	0.00666515185943	0.00454442172234	0.177535408619	0.214193743846	0.589790199197	0.000302961448156	0.0	0.011664015754	3.3	0.185	0.307	6.1	0.29	0.177	0.284	0.356	0.049	4.295	0.118	0.674	0.211	11420.0	39030.0	29.3	78.7
48315	32.797757	-94.357673	0.00854700854701	0.00197930724247	0.00197930724247	0.02995951417	0.223571749888	0.719928025191	0.000269905533063	8.99685110211e-05	0.0120557804768	3.4	0.165	0.33	5.4	0.334	0.149	0.255	0.548	0.063	5.758	0.16	1.0	0.238	11187.0	34452.0	27.7	77.4
48139	32.347279	-96.798336	0.00679822857587	0.00463056483568	0.00231528241784	0.20106440836	0.0843834977857	0.692098516044	0.000839095641364	5.43858286069e-05	0.0157097350633	2.9	0.14	0.285	6.9	0.252	0.186	0.223	0.572	0.049	4.014	0.139	0.32	0.164	11018.0	61157.0	159.9	80.4
48429	32.731531	-98.840081	0.00451538380762	0.00535545521369	0.000525044628793	0.15772340649	0.0327627848367	0.796387692954	0.000630053554552	0.0	0.0134411424971	3.3	0.166	0.296	5.9	0.268	0.171	0.282	0.404	0.043	4.983	0.148	0.394	0.174	10651.0	44110.0	10.7	77.5
48131	27.681123	-98.497393	0.00726182019102	0.00126292525061	0.00205225353224	0.875522929987	0.00497276817428	0.107901176099	0.0	7.89328281632e-05	0.0187070802747	3.5	0.164	0.297	7.3	0.291	0.145	0.241	0.409	0.055	5.528	0.16	0.67	0.087	14797.0	35069.0	6.6	79.5
48133	32.324645	-98.83656	0.00582186190761	0.00272049621851	0.000652919092442	0.127101583329	0.0213286903531	0.836443767343	0.000489689319332	5.44099243702e-05	0.0121334131346	3.4	0.163	0.318	5.9	0.319	0.159	0.277	0.373	0.048	4.661	0.134	0.603	0.188	10699.0	36591.0	20.1	78.4
48135	31.865301	-102.542507	0.0106917935865	0.00710108604845	0.00429760298181	0.452895058158	0.0445022813444	0.471900906111	0.0019118308592	4.01645138487e-05	0.0185479724953	3.2	0.156	0.309	7.5	0.313	0.194	0.254	0.481	0.034	4.652	0.163	0.095	0.125	9520.0	55555.0	152.8	77.9
48425	32.217942	-97.769211	0.00805044948343	0.00228096068697	0.00134174158057	0.146786528915	0.00348852810949	0.831745605796	0.00107339326446	0.0	0.011673151751	3.0	0.139	0.299	7.7	0.3	0.177	0.228	0.545	0.05	4.454	0.124	1.0	0.157	11933.0	51733.0	45.5	80.0
13067	33.93994	-84.574166	0.0030703129181	0.0385516930299	0.00398314997592	0.0921460845101	0.214854626494	0.633482924442	0.00187001628428	5.50454507229e-05	0.0162613435677	3.4	0.139	0.224	7.1	0.183	0.174	0.212	0.736	0.06	4.592	0.173	0.002	0.142	9295.0	66970.0	2026.4	81.5
13179	31.807244	-81.457969	0.00623501975772	0.0192070998251	0.0156928159617	0.0477910215715	0.43018397357	0.44532616441	0.00090691196476	9.71691390814e-05	0.0259603549913	3.9	0.196	0.338	4.9	0.276	0.186	0.173	0.642	0.079	3.956	0.166	0.232	0.203	9475.0	41682.0	129.5	79.0
13065	30.917653	-82.702614	0.00733918549432	0.00330982875234	0.00158296157721	0.00618794071089	0.306087206792	0.671031803137	0.000719527989639	0.000143905597928	0.0175564829472	4.4	0.206	0.303	6.3	0.298	0.137	0.241	0.369	0.087	7.333	0.135	0.604	0.209	12979.0	31577.0	8.5	77.7
13063	33.552242	-84.412977	0.00338930594714	0.0509754633876	0.00897901876196	0.0851138512404	0.598706930715	0.236383331257	0.000924699284019	0.000101905635382	0.0174636064782	4.2	0.198	0.395	4.7	0.26	0.126	0.262	0.525	0.093	4.207	0.241	0.009	0.228	9245.0	42985.0	1832.5	78.2
13069	31.549245	-82.844938	0.0058406765027	0.00700881180325	0.00352980014729	0.0735925239341	0.269712283197	0.635897305671	0.00152365473984	0.00012697122832	0.0164554711902	4.2	0.189	0.323	6.1	0.34	0.145	0.255	0.418	0.085	4.83	0.162	0.666	0.194	11679.0	33125.0	73.7	77.6
13267	32.043768	-82.059208	0.00226145951118	0.00430547099243	0.00234843872315	0.107810733235	0.3016004175	0.577715925894	0.000260937635905	8.69792119683e-05	0.0162216230321	4.1	0.198	0.353	6.8	0.303	0.151	0.263	0.366	0.074	5.396	0.167	0.682	0.189	10018.0	34010.0	53.2	76.1
13261	32.042203	-84.204283	0.00322453076993	0.00602318011742	0.00340705137955	0.0284732151005	0.499102607003	0.457579168314	0.00121680406413	6.08402032063e-05	0.0153925714112	4.4	0.203	0.34	4.6	0.285	0.124	0.212	0.508	0.096	5.738	0.21	0.418	0.253	8232.0	34017.0	68.0	77.6
13263	32.704603	-84.530029	0.00212539851222	0.00349172612722	0.00394716866555	0.0133596477911	0.582511006528	0.392287839684	0.000303628358889	0.000151814179444	0.012296948535	4.3	0.188	0.343	6.3	0.308	0.118	0.223	0.453	0.079	4.95	0.175	0.939	0.21	8462.0	33370.0	17.5	78.2
13269	32.554667	-84.251426	0.0014468558709	0.00244852531998	0.00211463550362	0.0184752365053	0.420367278798	0.552476349471	0.000111296605454	0.000111296605454	0.0127991096272	4.3	0.196	0.305	5.8	0.318	0.129	0.212	0.511	0.105	6.023	0.191	1.0	0.221	9496.0	32815.0	23.6	78.9
45089	33.626463	-79.716475	0.00161144408006	0.00234648874816	0.00384484903313	0.00404274567454	0.663264729164	0.322769422142	0.000424064231596	0.000113083795092	0.0158317313129	4.4	0.216	0.427	5.5	0.338	0.118	0.19	0.443	0.099	5.356	0.166	0.819	0.232	9745.0	29609.0	36.8	76.3
40089	34.117073	-94.766086	0.142101862186	0.00261411032133	0.000881160782471	0.0288139575868	0.0874405216472	0.692416142866	0.000323092286906	0.000146860130412	0.0136286201022	4.7	0.232	0.341	5.7	0.374	0.119	0.23	0.448	0.08	4.724	0.169	0.693	0.21	11897.0	34964.0	17.9	75.4
48047	27.034994	-98.215276	0.00632013414162	0.00154778795305	0.00296659357668	0.911389139688	0.00141880562363	0.0757126273701	0.0	0.0	0.0181865084483	3.9	0.191	0.291	7.2	0.292	0.121	0.249	0.311	0.076	6.661	0.156	0.318	0.127	14884.0	27875.0	7.7	79.5
48041	30.656725	-96.302389	0.00414653655415	0.044530475124	0.00286674132139	0.191329387298	0.107771556551	0.638637018077	0.00243161094225	2.55959046553e-05	0.0154599264118	3.5	0.155	0.26	4.3	0.221	0.189	0.218	0.665	0.039	6.892	0.295	0.121	0.227	9406.0	41641.0	332.8	81.6
48043	29.808997	-103.252458	0.0100802081075	0.00368523737264	0.00498590938652	0.438326468675	0.0128983308042	0.521027530891	0.00119228267938	0.0	0.0135486668112	3.2	0.153	0.276	6.8	0.236	0.159	0.24	0.731	0.047	4.583	0.111	0.349	0.147	7089.0	40179.0	1.5	81.5
40081	35.703117	-96.881392	0.063700364355	0.0029024887297	0.000339652936454	0.0161489532514	0.0260297659482	0.85824121534	0.000308775396776	6.17550793553e-05	0.0138640153153	4.2	0.203	0.372	6.8	0.387	0.125	0.207	0.5	0.045	4.445	0.126	0.921	0.159	9466.0	46083.0	36.0	78.1
26153	46.020758	-86.199352	0.0547667342799	0.0045075501465	0.000676132521974	0.00800090151003	0.0190443993689	0.890804597701	0.000901510029299	0.0	0.008677034032	4.1	0.191	0.301	6.4	0.252	0.177	0.156	0.454	0.108	5.043	0.145	0.59	0.17	8516.0	39539.0	7.2	80.9
40083	35.914151	-97.450764	0.0281810418446	0.00581251205201	0.00206605878626	0.0281259469436	0.10883997686	0.801878736123	0.000303021955318	2.75474504835e-05	0.0128095644748	4.0	0.182	0.324	6.8	0.297	0.137	0.187	0.613	0.04	4.425	0.124	0.554	0.148	9695.0	55602.0	56.3	79.5
40085	33.957775	-97.245124	0.0667907587868	0.0026278331326	0.000547465235958	0.0827767436768	0.0183948319282	0.804226431622	0.000218986094383	0.0	0.0139056169933	4.1	0.183	0.346	7.3	0.332	0.13	0.235	0.434	0.036	3.588	0.086	1.0	0.14	11698.0	52662.0	18.3	77.9
40087	35.016414	-97.449811	0.0577915376677	0.00264877880977	0.00061919504644	0.0515651874785	0.00660474716202	0.846474028208	0.000550395596835	6.87994496044e-05	0.0144134846921	3.9	0.167	0.304	7.9	0.278	0.139	0.196	0.628	0.037	4.28	0.124	0.772	0.131	10035.0	58392.0	60.5	78.5
37161	35.402747	-81.919583	0.00360232814221	0.00385401919144	0.000865187981752	0.0183577159037	0.11116879031	0.85585968224	0.00141576215196	7.86534528866e-05	0.0122542079597	4.1	0.217	0.281	6.0	0.291	0.136	0.185	0.548	0.084	4.454	0.142	0.61	0.19	8835.0	35629.0	120.2	78.5
20067	37.547537	-101.299362	0.0105400130124	0.00585556278465	0.00182173064411	0.364085881588	0.00169160702668	0.613923227066	0.000520494469746	0.0	0.0150943396226	3.0	0.178	0.333	9.2	0.264	0.161	0.179	0.374	0.034	3.442	0.101	0.198	0.069	6556.0	60279.0	13.6	80.3
37163	34.990574	-78.371382	0.0187402811844	0.0035107969028	0.00519405569182	0.12815210247	0.287644880489	0.543580371599	0.000721396623864	0.000112217252601	0.0147966463073	4.2	0.2	0.386	7.2	0.32	0.129	0.24	0.431	0.062	4.701	0.173	0.85	0.17	9975.0	33876.0	67.1	78.2
20061	39.002155	-96.768038	0.00760622834614	0.0350045796663	0.0159690972084	0.0454780773366	0.167416669985	0.674923340369	0.0009557564414	7.96463701167e-05	0.0215841663016	3.1	0.203	0.309	5.9	0.264	0.198	0.145	0.659	0.071	3.056	0.134	0.117	0.177	8183.0	41193.0	89.3	78.7
37165	34.840023	-79.477337	0.0954181617444	0.00593430858405	0.00256693348054	0.00839083632349	0.37038365995	0.505216671267	0.00154568037538	0.000110405741099	0.014269942037	4.5	0.249	0.366	4.6	0.265	0.123	0.183	0.465	0.117	5.254	0.22	0.484	0.263	9405.0	32782.0	113.4	77.6
37167	35.310523	-80.254355	0.00273219407063	0.0175301644407	0.000560014933732	0.0287304631154	0.115397016648	0.829840310893	0.00110305971796	6.78805980281e-05	0.0131518658679	3.7	0.179	0.298	7.3	0.324	0.152	0.181	0.576	0.059	4.554	0.135	0.677	0.161	9529.0	41921.0	153.3	78.8
13175	32.39322	-82.926317	0.00229082812366	0.00888498758243	0.00186263595101	0.0124389826154	0.348419970883	0.621563757815	0.00259056264451	6.42288258971e-05	0.0150937740858	4.3	0.189	0.354	6.0	0.316	0.135	0.193	0.425	0.095	6.121	0.145	0.566	0.213	9461.0	35807.0	60.0	76.8
20069	37.744513	-100.451716	0.0056856187291	0.000501672240803	0.000167224080268	0.114715719064	0.00200668896321	0.870066889632	0.000334448160535	0.0	0.016889632107	2.8	0.155	0.339	7.2	0.248	0.167	0.178	0.535	0.027	3.208	0.1	1.0	0.102	7286.0	58543.0	6.9	80.4
08069	40.663091	-105.482131	0.00720417150168	0.0177110297837	0.00127198071945	0.086282692136	0.00714466363177	0.863604242911	0.00227989526615	1.11577256092e-05	0.0119982742718	2.8	0.127	0.189	7.4	0.121	0.206	0.141	0.81	0.043	4.481	0.185	0.117	0.144	7950.0	57659.0	115.4	82.7
08067	37.287367	-107.839718	0.0582766635104	0.00529396573986	0.00122665059826	0.0895454936731	0.003938194026	0.826870104158	0.00383059309632	2.15201859344e-05	0.0104588103641	3.0	0.134	0.168	7.7	0.126	0.197	0.184	0.761	0.042	4.093	0.173	0.599	0.136	7017.0	60658.0	30.3	83.0
08065	39.204316	-106.349696	0.018919269146	0.00492419333938	0.00142542438772	0.391991706622	0.00168459245821	0.575353116496	0.000518336140987	0.0	0.0141246598419	3.1	0.153	0.189	5.5	0.157	0.192	0.252	0.601	0.048	3.975	0.177	0.311	0.13	9095.0	46765.0	19.4	81.7
45081	34.005278	-81.727903	0.00227874933757	0.00042395336513	0.00487546369899	0.10657127716	0.281664016958	0.599735029147	0.000105988341282	0.0	0.0146793852676	4.1	0.187	0.36	7.8	0.282	0.14	0.239	0.415	0.057	4.94	0.112	0.805	0.142	8890.0	42286.0	43.9	79.9
08063	39.30534	-102.603023	0.00569726790107	0.00375501748025	0.00142431697527	0.159005567785	0.0176097371488	0.811083775735	0.000388450084164	0.0	0.015020069921	3.2	0.168	0.265	7.4	0.265	0.176	0.238	0.502	0.031	4.365	0.092	0.487	0.131	9090.0	46394.0	3.8	80.8
31119	41.909929	-97.606856	0.0132579995525	0.00679682255538	0.0030487804878	0.112888789438	0.017285746252	0.838582456925	0.00234951890803	5.59409263817e-05	0.0168382188409	2.7	0.175	0.323	7.5	0.245	0.228	0.144	0.664	0.03	4.401	0.121	0.279	0.122	8337.0	51836.0	60.9	81.6
31111	41.050322	-100.744481	0.00760456273764	0.00465993882044	0.000743303124732	0.0539180651248	0.00757597415592	0.91740758741	0.00200120072043	5.71771634409e-05	0.0134080448269	2.9	0.198	0.332	7.7	0.253	0.192	0.11	0.67	0.032	4.251	0.087	0.305	0.121	9332.0	49770.0	14.2	81.0
08085	38.413427	-108.263042	0.0142880514806	0.00528985112068	0.00218138190544	0.152996673393	0.00324480558434	0.809592626929	0.00185417461962	2.7267273818e-05	0.0129792223374	3.2	0.158	0.201	7.0	0.171	0.156	0.225	0.532	0.068	4.352	0.168	0.45	0.15	6392.0	46336.0	18.4	81.0
08087	40.262353	-103.807092	0.0103096448505	0.00170642397526	0.00359060044794	0.308116179032	0.00462156493299	0.662234704398	0.00103096448505	3.55504994845e-05	0.0170997902521	3.1	0.138	0.278	7.9	0.203	0.165	0.205	0.512	0.046	3.832	0.184	0.325	0.121	8942.0	47631.0	22.0	79.9
18159	40.310229	-86.056207	0.00264980427582	0.00349292381813	0.0	0.0130081300813	0.00228846732912	0.976513098464	0.000782896717856	6.02228244505e-05	0.0122252333634	3.7	0.183	0.315	7.3	0.312	0.163	0.141	0.646	0.055	3.318	0.082	0.616	0.13	10203.0	55008.0	61.2	79.2
08081	40.573984	-108.204521	0.0103207603208	0.004455004455	0.00111375111375	0.11286011286	0.002079002079	0.85743985744	0.000816750816751	0.0	0.0131422631423	3.1	0.163	0.262	7.6	0.223	0.195	0.178	0.52	0.057	4.735	0.154	0.274	0.128	9750.0	56193.0	2.9	80.6
26159	42.283986	-86.305696	0.00896347130798	0.00385785767943	0.00171884748093	0.0810532078787	0.0486370176086	0.839586967316	0.000942183063623	2.54644071249e-05	0.0129868476337	3.8	0.192	0.337	7.9	0.261	0.204	0.162	0.568	0.078	4.363	0.154	0.709	0.141	9142.0	46715.0	125.5	79.2
08083	37.338025	-108.595786	0.108408953418	0.00278281911676	8.06614236741e-05	0.0890502117362	0.00157289776165	0.782254486792	0.00181488203267	8.06614236741e-05	0.0120588828393	3.3	0.165	0.22	6.8	0.196	0.172	0.229	0.601	0.061	4.396	0.178	0.672	0.162	7115.0	44163.0	12.6	80.3
18153	39.089225	-87.415843	0.00338486872198	0.00224133199158	0.000182965876864	0.00676973744397	0.043408654286	0.939849967981	0.000320190284512	4.5741469216e-05	0.00946848412771	4.1	0.218	0.33	7.2	0.351	0.156	0.165	0.523	0.074	5.019	0.122	0.79	0.17	10059.0	43933.0	48.0	78.6
18151	41.643437	-85.002467	0.00338058240911	0.00409228396892	0.00026688808493	0.0256805646166	0.00450744321215	0.956764130241	0.00077101002313	5.93084633177e-05	0.01269201115	3.7	0.2	0.336	7.4	0.303	0.162	0.158	0.596	0.05	3.598	0.094	0.672	0.133	8611.0	50078.0	110.7	81.3
08089	37.88417	-103.72126	0.017597551645	0.00770211680694	0.00428462127008	0.361897475134	0.00663096148942	0.588472328488	0.00112216271359	5.10073960724e-05	0.0170874776843	3.6	0.167	0.271	6.3	0.212	0.148	0.183	0.578	0.076	4.851	0.168	0.344	0.145	7682.0	33043.0	14.9	79.5
18157	40.38926	-86.893943	0.0031438681417	0.0515778534879	0.000690598650373	0.0596216834822	0.027768642875	0.845963615317	0.00232830402126	2.63085200142e-05	0.0134370765973	4.1	0.207	0.25	6.4	0.253	0.172	0.173	0.712	0.051	5.127	0.197	0.145	0.168	9488.0	46276.0	345.7	80.7
18155	38.825846	-85.029679	0.00105174589819	0.000841396718553	0.0	0.0093605384939	0.00283971392512	0.983382414809	0.000210349179638	0.0	0.0126209507783	4.2	0.225	0.309	7.7	0.332	0.152	0.181	0.387	0.059	3.415	0.161	1.0	0.151	10623.0	47606.0	48.1	79.1
19191	43.292989	-91.850788	0.000566358316028	0.0095336983198	0.00033037568435	0.00934491221446	0.00622994147631	0.971351708514	0.00122710968473	0.0	0.00835378516141	2.8	0.145	0.252	8.3	0.205	0.222	0.09	0.742	0.044	3.677	0.081	0.59	0.112	7017.0	55984.0	30.5	83.7
51117	36.687256	-78.368959	0.00261594805035	0.00440094789647	0.00224663773736	0.0125565506417	0.378481519096	0.596066845167	0.00132336195488	6.15517188317e-05	0.00997137845074	3.6	0.192	0.319	6.9	0.272	0.124	0.182	0.524	0.077	4.744	0.147	0.778	0.174	9000.0	38500.0	52.3	78.2
29119	36.630218	-94.343956	0.0270536153468	0.00317488709028	0.00102848455037	0.115190269642	0.00187810222242	0.820998971515	8.94334391629e-05	4.47167195815e-05	0.0159638688906	4.3	0.244	0.285	7.5	0.336	0.147	0.227	0.439	0.057	4.627	0.177	1.0	0.155	9278.0	34863.0	42.8	78.3
